sample_index,gps_time,time_since_start_s,time_centered_s,strain_h1,strain_l1,strain_v1,strain_mean_h1_l1,strain_mean_h1_l1_v1,strain_abs_mean_h1_l1,strain_abs_mean_h1_l1_v1,strain_abs_diff_h1_l1,strain_abs_diff_h1_v1,strain_abs_diff_l1_v1,time_from_peak_s
1740,1187006834.4248047,0.4248046875,-2047.5751953125,-5.170313716291588e-18,-1.8990519383695405e-18,1.4862170443307633e-18,-3.534682827330564e-18,-1.861049536776789e-18,3.534682827330564e-18,1.861049536776789e-18,3.2712617779220482e-18,6.656530760622351e-18,3.3852689827003043e-18,-296.5986328125
1741,1187006834.4250488,0.425048828125,-2047.574951171875,-5.188041834241169e-18,-1.889014210006948e-18,1.5141417181604211e-18,-3.538528022124059e-18,-1.8543047753625655e-18,3.538528022124059e-18,1.8543047753625655e-18,3.299027624234221e-18,6.7021835524015894e-18,3.403155928167369e-18,-296.598388671875
1742,1187006834.425293,0.42529296875,-2047.57470703125,-5.186087594992575e-18,-1.8917840827679875e-18,1.4715615543318333e-18,-3.5389358388802814e-18,-1.8687700411429096e-18,3.5389358388802814e-18,1.8687700411429096e-18,3.294303512224588e-18,6.657649149324408e-18,3.3633456370998212e-18,-296.59814453125
1743,1187006834.425537,0.425537109375,-2047.574462890625,-5.154550673846834e-18,-1.896702366642332e-18,1.4746467773509785e-18,-3.525626520244583e-18,-1.858868754379396e-18,3.525626520244583e-18,1.858868754379396e-18,3.2578483072045024e-18,6.629197451197813e-18,3.3713491439933097e-18,-296.597900390625
1744,1187006834.4257812,0.42578125,-2047.57421875,-5.153782459982647e-18,-1.8863113258502152e-18,1.42607183099733e-18,-3.5200468929164315e-18,-1.871340651611845e-18,3.5200468929164315e-18,1.871340651611845e-18,3.267471134132432e-18,6.579854290979978e-18,3.312383156847545e-18,-296.59765625
1745,1187006834.4260254,0.426025390625,-2047.573974609375,-5.168911462751829e-18,-1.891116317199882e-18,1.4206973454631642e-18,-3.530013889975855e-18,-1.8797768114961826e-18,3.530013889975855e-18,1.8797768114961826e-18,3.2777951455519465e-18,6.5896088082149935e-18,3.311813662663046e-18,-296.597412109375
1746,1187006834.4262695,0.42626953125,-2047.57373046875,-5.1606076952891226e-18,-1.8862879910798897e-18,1.3590856729954985e-18,-3.523447843184506e-18,-1.8959366711245042e-18,3.523447843184506e-18,1.8959366711245042e-18,3.2743197042092333e-18,6.519693368284621e-18,3.2453736640753884e-18,-296.59716796875
1747,1187006834.4265137,0.426513671875,-2047.573486328125,-5.1423970385974114e-18,-1.8698837510791026e-18,1.3638384011174412e-18,-3.5061403948382574e-18,-1.882814129519691e-18,3.5061403948382574e-18,1.882814129519691e-18,3.2725132875183092e-18,6.506235439714853e-18,3.233722152196544e-18,-296.596923828125
1748,1187006834.4267578,0.4267578125,-2047.5732421875,-5.130642681752525e-18,-1.8727877412049123e-18,1.3112411215618928e-18,-3.501715211478718e-18,-1.8973964337985145e-18,3.501715211478718e-18,1.8973964337985145e-18,3.257854940547612e-18,6.441883803314417e-18,3.184028862766805e-18,-296.5966796875
1749,1187006834.427002,0.427001953125,-2047.572998046875,-5.141694173873402e-18,-1.8669119633543722e-18,1.2824566136601448e-18,-3.504303068613888e-18,-1.9087165078558765e-18,3.504303068613888e-18,1.9087165078558765e-18,3.27478221051903e-18,6.424150787533547e-18,3.1493685770145172e-18,-296.596435546875
1750,1187006834.427246,0.42724609375,-2047.57275390625,-5.149985802303546e-18,-1.863121406946063e-18,1.2698117698340553e-18,-3.506553604624805e-18,-1.914431813138518e-18,3.506553604624805e-18,1.914431813138518e-18,3.2868643953574836e-18,6.419797572137603e-18,3.132933176780119e-18,-296.59619140625
1751,1187006834.4274902,0.427490234375,-2047.572509765625,-5.1204290688022185e-18,-1.873804977474369e-18,1.2341629998604075e-18,-3.497117023138294e-18,-1.9200236821387273e-18,3.497117023138294e-18,1.9200236821387273e-18,3.24662409132785e-18,6.354592068662627e-18,3.107967977334776e-18,-296.595947265625
1752,1187006834.4277344,0.427734375,-2047.572265625,-5.1081234716069145e-18,-1.8657200606991688e-18,1.228043737178431e-18,-3.486921766153042e-18,-1.9152665983758844e-18,3.486921766153042e-18,1.9152665983758844e-18,3.2424034109077457e-18,6.336167208785345e-18,3.0937637978776e-18,-296.595703125
1753,1187006834.4279785,0.427978515625,-2047.572021484375,-5.126971560793116e-18,-1.8650108026645003e-18,1.191930281890949e-18,-3.4959911817288085e-18,-1.9333506938555566e-18,3.4959911817288085e-18,1.9333506938555566e-18,3.2619607581286165e-18,6.3189018426840665e-18,3.0569410845554492e-18,-296.595458984375
1754,1187006834.428223,0.42822265625,-2047.57177734375,-5.124926725525138e-18,-1.8669391734462135e-18,1.2224358119156533e-18,-3.4959329494856764e-18,-1.9231433623518992e-18,3.4959329494856764e-18,1.9231433623518992e-18,3.2579875520789243e-18,6.347362537440791e-18,3.0893749853618668e-18,-296.59521484375
1755,1187006834.4284668,0.428466796875,-2047.571533203125,-5.1084713477846055e-18,-1.846818721310889e-18,1.1567171005408749e-18,-3.477645034547748e-18,-1.9328576561848734e-18,3.477645034547748e-18,1.9328576561848734e-18,3.2616526264737165e-18,6.265188448325481e-18,3.003535821851764e-18,-296.594970703125
1756,1187006834.428711,0.4287109375,-2047.5712890625,-5.094271516277777e-18,-1.847423042204988e-18,1.1714452537587404e-18,-3.4708472792413825e-18,-1.9234164349080084e-18,3.4708472792413825e-18,1.9234164349080084e-18,3.246848474072789e-18,6.265716770036518e-18,3.0188682959637285e-18,-296.5947265625
1757,1187006834.428955,0.428955078125,-2047.571044921875,-5.096221265194148e-18,-1.846596950614722e-18,1.1195580738329685e-18,-3.471409107904435e-18,-1.941086713991968e-18,3.471409107904435e-18,1.941086713991968e-18,3.249624314579426e-18,6.215779339027117e-18,2.9661550244476912e-18,-296.594482421875
1758,1187006834.4291992,0.42919921875,-2047.57080078125,-5.110238999789089e-18,-1.8368699741007345e-18,1.1059651088285365e-18,-3.4735544869449125e-18,-1.947047955020429e-18,3.4735544869449125e-18,1.947047955020429e-18,3.273369025688354e-18,6.216204108617625e-18,2.9428350829292712e-18,-296.59423828125
1759,1187006834.4294434,0.429443359375,-2047.570556640625,-5.090743560211241e-18,-1.8514388791134437e-18,1.0444351642913473e-18,-3.4710912196623424e-18,-1.965915758344446e-18,3.4710912196623424e-18,1.965915758344446e-18,3.2393046810977983e-18,6.135178724502588e-18,2.895874043404791e-18,-296.593994140625
1760,1187006834.4296875,0.4296875,-2047.5703125,-5.0648226838382454e-18,-1.846709224526576e-18,1.0257692848139586e-18,-3.455765954182411e-18,-1.961920874516954e-18,3.455765954182411e-18,1.961920874516954e-18,3.2181134593116694e-18,6.090591968652204e-18,2.8724785093405345e-18,-296.59375
1761,1187006834.4299316,0.429931640625,-2047.570068359375,-5.080004962099642e-18,-1.8403489297470308e-18,1.004487210057345e-18,-3.4601769459233365e-18,-1.9719555605964426e-18,3.4601769459233365e-18,1.9719555605964426e-18,3.2396560323526118e-18,6.0844921721569875e-18,2.844836139804376e-18,-296.593505859375
1762,1187006834.4301758,0.43017578125,-2047.56982421875,-5.087435031653328e-18,-1.8487939509006255e-18,9.598936945650122e-19,-3.468114491276977e-18,-1.9921117626629805e-18,3.468114491276977e-18,1.9921117626629805e-18,3.2386410807527032e-18,6.047328726218342e-18,2.8086876454656376e-18,-296.59326171875
1763,1187006834.43042,0.430419921875,-2047.569580078125,-5.069167722628268e-18,-1.8300254646436165e-18,9.421866399072712e-19,-3.4495965936359428e-18,-1.985668849121538e-18,3.4495965936359428e-18,1.985668849121538e-18,3.2391422579846522e-18,6.011354362535539e-18,2.772212104550888e-18,-296.593017578125
1764,1187006834.430664,0.4306640625,-2047.5693359375,-5.055169308730664e-18,-1.825132301064752e-18,9.054693542169817e-19,-3.440150804897708e-18,-1.991610751859478e-18,3.440150804897708e-18,1.991610751859478e-18,3.230037007665912e-18,5.9606386629476465e-18,2.730601655281734e-18,-296.5927734375
1765,1187006834.4309082,0.430908203125,-2047.569091796875,-5.053060393782274e-18,-1.8311498505493163e-18,9.03555492957634e-19,-3.4421051221657953e-18,-1.9935515837913186e-18,3.4421051221657953e-18,1.9935515837913186e-18,3.221910543232958e-18,5.956615886739908e-18,2.7347053435069498e-18,-296.592529296875
1766,1187006834.4311523,0.43115234375,-2047.56884765625,-5.066773598024944e-18,-1.816746114345811e-18,8.410451414265154e-19,-3.441759856185378e-18,-2.0141581903147466e-18,3.441759856185378e-18,2.0141581903147466e-18,3.250027483679133e-18,5.90781873945146e-18,2.6577912557723266e-18,-296.59228515625
1767,1187006834.4313965,0.431396484375,-2047.568603515625,-5.058738154058015e-18,-1.826268300048393e-18,8.685105778540427e-19,-3.442503227053204e-18,-2.0054986254174557e-18,3.442503227053204e-18,2.0054986254174557e-18,3.2324698540096218e-18,5.927248731912058e-18,2.6947788779024363e-18,-296.592041015625
1768,1187006834.4316406,0.431640625,-2047.568359375,-5.027465095517344e-18,-1.8321470740483812e-18,8.181290254622091e-19,-3.429806084782862e-18,-2.0138277147011723e-18,3.429806084782862e-18,2.0138277147011723e-18,3.195318021468963e-18,5.845594120979553e-18,2.65027609951059e-18,-296.591796875
1769,1187006834.4318848,0.431884765625,-2047.568115234375,-5.032082936450192e-18,-1.8196275204589015e-18,8.212584594199935e-19,-3.4258552284545473e-18,-2.0101506658297e-18,3.4258552284545473e-18,2.0101506658297e-18,3.2124554159912908e-18,5.8533413958701865e-18,2.6408859798788953e-18,-296.591552734375
1770,1187006834.432129,0.43212890625,-2047.56787109375,-5.049325523748382e-18,-1.827903179930055e-18,7.649210475095833e-19,-3.438614351839219e-18,-2.0374358853896183e-18,3.438614351839219e-18,2.0374358853896183e-18,3.2214223438183276e-18,5.8142465712579664e-18,2.592824227439638e-18,-296.59130859375
1771,1187006834.432373,0.432373046875,-2047.567626953125,-5.031611085581127e-18,-1.818463776809549e-18,7.5548467026034915e-19,-3.425037431195338e-18,-2.031530064043442e-18,3.425037431195338e-18,2.031530064043442e-18,3.2131473087715783e-18,5.787095755841477e-18,2.5739484470698985e-18,-296.591064453125
1772,1187006834.4326172,0.4326171875,-2047.5673828125,-5.010747965307861e-18,-1.804336608273262e-18,7.109081514141697e-19,-3.4075422867905617e-18,-2.0347254740556517e-18,3.4075422867905617e-18,2.0347254740556517e-18,3.2064113570345998e-18,5.721656116722031e-18,2.5152447596874323e-18,-296.5908203125
1773,1187006834.432861,0.432861328125,-2047.567138671875,-5.0092583237048336e-18,-1.8130500150694544e-18,6.594129555443457e-19,-3.411154169387144e-18,-2.054298461076648e-18,3.411154169387144e-18,2.054298461076648e-18,3.196208308635379e-18,5.668671279249179e-18,2.4724629706138e-18,-296.590576171875
1774,1187006834.4331057,0.43310546875,-2047.56689453125,-5.0180576204131455e-18,-1.805165533722895e-18,6.3422657558034235e-19,-3.4116115770680205e-18,-2.0629988595185667e-18,3.4116115770680205e-18,2.0629988595185667e-18,3.2128920866902507e-18,5.6522841959934884e-18,2.4393921093032373e-18,-296.59033203125
1775,1187006834.4333496,0.433349609375,-2047.566650390625,-5.017975947133847e-18,-1.807124454083634e-18,5.856912524215414e-19,-3.412550200608741e-18,-2.0798030495986468e-18,3.412550200608741e-18,2.0798030495986468e-18,3.210851493050213e-18,5.603667199555388e-18,2.3928157065051757e-18,-296.590087890625
1776,1187006834.4335938,0.43359375,-2047.56640625,-4.989131254607361e-18,-1.818579177269759e-18,5.713952882179875e-19,-3.40385521593856e-18,-2.078771714553044e-18,3.40385521593856e-18,2.078771714553044e-18,3.1705520773376022e-18,5.5605265428253495e-18,2.3899744654877465e-18,-296.58984375
1777,1187006834.433838,0.433837890625,-2047.566162109375,-4.9819425194633145e-18,-1.808141866276384e-18,5.0932707934918025e-19,-3.3950421928698495e-18,-2.09358576879684e-18,3.3950421928698495e-18,2.09358576879684e-18,3.1738006531869307e-18,5.4912695988124956e-18,2.3174689456255645e-18,-296.589599609375
1778,1187006834.434082,0.43408203125,-2047.56591796875,-5.005077368928272e-18,-1.810989091812689e-18,5.051212989336139e-19,-3.4080332303704808e-18,-2.103648387269116e-18,3.4080332303704808e-18,2.103648387269116e-18,3.194088277115583e-18,5.510198667861886e-18,2.3161103907463028e-18,-296.58935546875
1779,1187006834.4343262,0.434326171875,-2047.565673828125,-4.9928099939449216e-18,-1.8080971243276857e-18,4.596043978360805e-19,-3.4004535591363042e-18,-2.1137675734788426e-18,3.4004535591363042e-18,2.1137675734788426e-18,3.1847128696172363e-18,5.452414391781002e-18,2.2677015221637666e-18,-296.589111328125
1780,1187006834.4345703,0.4345703125,-2047.5654296875,-4.967897527244383e-18,-1.790338803959979e-18,4.783486278094333e-19,-3.379118165602181e-18,-2.093295901131643e-18,3.379118165602181e-18,2.093295901131643e-18,3.1775587232844043e-18,5.446246155053817e-18,2.2686874317694124e-18,-296.5888671875
1781,1187006834.4348145,0.434814453125,-2047.565185546875,-4.964174657935657e-18,-1.7966964790342646e-18,4.150699551158372e-19,-3.380435568484961e-18,-2.115267060618028e-18,3.380435568484961e-18,2.115267060618028e-18,3.1674781789013923e-18,5.379244613051494e-18,2.211766434150102e-18,-296.588623046875
1782,1187006834.4350586,0.43505859375,-2047.56494140625,-4.969734899903067e-18,-1.7943339920411586e-18,4.1361312525519814e-19,-3.3820344459721133e-18,-2.1168185888963425e-18,3.3820344459721133e-18,2.1168185888963425e-18,3.175400907861909e-18,5.383348025158265e-18,2.2079471172963568e-18,-296.58837890625
1783,1187006834.4353027,0.435302734375,-2047.564697265625,-4.974657044233005e-18,-1.790487577942636e-18,3.708450818039539e-19,-3.3825723110878213e-18,-2.1314331801238963e-18,3.3825723110878213e-18,2.1314331801238963e-18,3.184169466290369e-18,5.345502126036959e-18,2.1613326597465906e-18,-296.588134765625
1784,1187006834.4355469,0.435546875,-2047.564453125,-4.9503749275867044e-18,-1.803715065174981e-18,3.458065557902101e-19,-3.3770449963808427e-18,-2.136094478990492e-18,3.3770449963808427e-18,2.136094478990492e-18,3.1466598624117226e-18,5.2961814833769144e-18,2.149521620965191e-18,-296.587890625
1785,1187006834.435791,0.435791015625,-2047.564208984375,-4.9297876715852384e-18,-1.7983082636316113e-18,2.866446134069574e-19,-3.3640479676084253e-18,-2.1471504406032974e-18,3.3640479676084253e-18,2.1471504406032974e-18,3.131479407953627e-18,5.216432284992196e-18,2.0849528770385693e-18,-296.587646484375
1786,1187006834.4360352,0.43603515625,-2047.56396484375,-4.9499204825884e-18,-1.7970265675289494e-18,2.445812744634287e-19,-3.373473525058675e-18,-2.167455258551307e-18,3.373473525058675e-18,2.167455258551307e-18,3.1528939150594508e-18,5.194501757051829e-18,2.041607841992378e-18,-296.58740234375
1787,1187006834.4362793,0.436279296875,-2047.563720703125,-4.951397880254461e-18,-1.7976132649630432e-18,2.4003792969376263e-19,-3.3745055726087526e-18,-2.169657738507914e-18,3.3745055726087526e-18,2.169657738507914e-18,3.153784615291418e-18,5.191435809948224e-18,2.037651194656806e-18,-296.587158203125
1788,1187006834.4365234,0.4365234375,-2047.5634765625,-4.924009652020844e-18,-1.7827089462534297e-18,1.5934458744433245e-19,-3.353359299137137e-18,-2.1824580036099806e-18,3.353359299137137e-18,2.1824580036099806e-18,3.1413007057674143e-18,5.083354239465176e-18,1.9420535336977626e-18,-296.5869140625
1789,1187006834.4367676,0.436767578125,-2047.563232421875,-4.913807251619656e-18,-1.784839866613049e-18,1.4366471452330368e-19,-3.3493235591163527e-18,-2.1849941345698002e-18,3.3493235591163527e-18,2.1849941345698002e-18,3.1289673850066066e-18,5.057471966142959e-18,1.9285045811363528e-18,-296.586669921875
1790,1187006834.4370117,0.43701171875,-2047.56298828125,-4.919805726238869e-18,-1.7863893291799904e-18,8.199765011095958e-20,-3.3530975277094295e-18,-2.2080658017693e-18,3.3530975277094295e-18,2.2080658017693e-18,3.133416397058879e-18,5.001803376349828e-18,1.86838697929095e-18,-296.58642578125
1791,1187006834.437256,0.437255859375,-2047.562744140625,-4.926832325925093e-18,-1.7800977190720278e-18,9.667535480927534e-20,-3.3534650224985607e-18,-2.203418230062615e-18,3.3534650224985607e-18,2.203418230062615e-18,3.1467346068530655e-18,5.0235076807343694e-18,1.876773073881303e-18,-296.586181640625
1792,1187006834.4375,0.4375,-2047.5625,-4.9101296938945664e-18,-1.7891610649247373e-18,2.727764640962448e-20,-3.3496453794096522e-18,-2.2240043708032263e-18,3.3496453794096522e-18,2.2240043708032263e-18,3.120968628969829e-18,4.9374073403041915e-18,1.816438711334361e-18,-296.5859375
1793,1187006834.437744,0.437744140625,-2047.562255859375,-4.881985260305569e-18,-1.7910671097440338e-18,3.2081511452800385e-20,-3.336526185024801e-18,-2.2136569528656008e-18,3.336526185024801e-18,2.2136569528656008e-18,3.090918150561535e-18,4.9140667717583695e-18,1.823148621196834e-18,-296.585693359375
1794,1187006834.4379883,0.43798828125,-2047.56201171875,-4.894340395015613e-18,-1.785714823333182e-18,4.6334805487259916e-21,-3.3400276091743977e-18,-2.2251405792666898e-18,3.3400276091743977e-18,2.2251405792666898e-18,3.108625571682431e-18,4.898973875564339e-18,1.790348303881908e-18,-296.58544921875
1795,1187006834.4382324,0.438232421875,-2047.561767578125,-4.908022437142279e-18,-1.7863965329629594e-18,-1.5077763565543755e-20,-3.347209485052619e-18,-2.236498911223594e-18,3.347209485052619e-18,2.236498911223594e-18,3.12162590417932e-18,4.892944673576735e-18,1.7713187693974156e-18,-296.585205078125
1796,1187006834.4384766,0.4384765625,-2047.5615234375,-4.879676115311488e-18,-1.777355502943597e-18,-6.448766711849739e-20,-3.328515809127543e-18,-2.240506428457861e-18,3.328515809127543e-18,2.240506428457861e-18,3.102320612367891e-18,4.815188448192991e-18,1.7128678358250997e-18,-296.5849609375
1797,1187006834.4387207,0.438720703125,-2047.561279296875,-4.861312907293112e-18,-1.7721547194494022e-18,-9.208821633499765e-20,-3.3167338133712572e-18,-2.241851947692504e-18,3.3167338133712572e-18,2.241851947692504e-18,3.0891581878437095e-18,4.7692246909581145e-18,1.6800665031144044e-18,-296.584716796875
1798,1187006834.4389648,0.43896484375,-2047.56103515625,-4.868908105830077e-18,-1.7769756023744034e-18,-1.1750125964464708e-19,-3.3229418541022407e-18,-2.2544616559497095e-18,3.3229418541022407e-18,2.2544616559497095e-18,3.0919325034556738e-18,4.75140684618543e-18,1.6594743427297564e-18,-296.58447265625
1799,1187006834.439209,0.439208984375,-2047.560791015625,-4.876725522220221e-18,-1.7733394018609806e-18,-1.904746412045372e-19,-3.3250324620406014e-18,-2.2801798550952467e-18,3.3250324620406014e-18,2.2801798550952467e-18,3.103386120359241e-18,4.686250881015684e-18,1.5828647606564434e-18,-296.584228515625
